filename,artist_folder,bpm,key,duration_sec,sample_rate,bit_depth,channels,file_size_mb,format,path
SERGIK - Dont You.wav,Unknown Artist,,,261.82,48000,24,2,71.91,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dont You.wav
SERGIK - Soul Mind n Body v2.wav,Unknown Artist,,,245.71,44100,24,2,62.0,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Soul Mind n Body v2.wav
Donuts N Milk (0).wav,Unknown Artist,,,127.41,44100,0,2,21.43,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Donuts N Milk (0).wav
Rainy Daze (0).wav,Unknown Artist,,,134.05,44100,0,2,22.55,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Rainy Daze (0).wav
SERGIK x Janis - Alchemy.wav,Unknown Artist,,,195.43,44100,24,2,49.31,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Janis - Alchemy.wav
Noir Pt 2.mp3,Unknown Artist,,,308.61,44100,0,2,11.77,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Noir Pt 2.mp3
RUNTHA v222.mp3,Unknown Artist,,,160.0,44100,0,2,6.1,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/RUNTHA v222.mp3
Pixelated Thoughts (0).wav,Unknown Artist,,,148.89,44100,0,2,25.05,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Pixelated Thoughts (0).wav
england 2.wav,Unknown Artist,,,201.29,48000,0,2,36.86,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/england 2.wav
SERGIK - Doin Ma Thang.wav,Unknown Artist,,,270.0,44100,24,2,68.13,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Doin Ma Thang.wav
SERGIK x Aloe Flipz - Shafeus.wav,Unknown Artist,,,261.65,44100,24,2,66.03,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Aloe Flipz - Shafeus.wav
8.14 - novation.mp3,Unknown Artist,,,314.15,44100,0,2,11.98,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/8.14 - novation.mp3
SERGIK x Ladell Ransom - Desiderata.wav,Unknown Artist,,,152.38,44100,0,2,25.63,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Ladell Ransom - Desiderata.wav
BOTEV - WALK WIT IT V3.wav,Unknown Artist,,,367.62,44100,0,2,61.84,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/BOTEV - WALK WIT IT V3.wav
SERGIK - Dumb.wav,Unknown Artist,,,215.04,44100,0,2,36.18,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dumb.wav
SERGIK x Optikz - Front to Da Back.wav,Unknown Artist,,,217.14,44100,0,2,36.53,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Optikz - Front to Da Back.wav
Jcreate - Sick rat  COLLAB 83.261 bpm.mp3,Unknown Artist,,,83.6,44100,0,2,3.19,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Jcreate - Sick rat  COLLAB 83.261 bpm.mp3
SERGIK - Never Hold Back (TechyesHausno mix).wav,Unknown Artist,,,241.85,44100,24,2,61.03,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Never Hold Back (TechyesHausno mix).wav
SERGIK - Be FreeNDaMind.wav,Unknown Artist,,,219.21,44100,0,2,36.88,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Be FreeNDaMind.wav
Mine Edit.mp3,Unknown Artist,,,147.7,44100,0,2,5.63,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Mine Edit.mp3
SERGIK - Golden Hour - Reggaeton.wav,Unknown Artist,,,220.65,44100,24,2,55.68,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Golden Hour - Reggaeton.wav
SERGIK - Been Done.wav,Unknown Artist,,,253.66,44100,24,2,64.01,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Been Done.wav
dane n jc.mp3,Unknown Artist,,,52.78,44100,0,2,2.01,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/dane n jc.mp3
SERGIK - Tell Me What It Do.wav,Unknown Artist,,,243.75,44100,24,2,61.51,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Tell Me What It Do.wav
SERGIK x Deep Chetty - So Good v3.wav,Unknown Artist,,,263.04,44100,24,2,66.38,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Deep Chetty - So Good v3.wav
jazz new.mp3,Unknown Artist,,,497.53,44100,0,2,18.98,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/jazz new.mp3
SERGIK - Gypsy - Trap 1.wav,Unknown Artist,,,242.0,44100,24,2,61.07,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Gypsy - Trap 1.wav
SERGIK x SLICK FLOYD - Feelin Good.wav,Unknown Artist,,,230.4,48000,24,2,63.28,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x SLICK FLOYD - Feelin Good.wav
SERGIK - Losing Control.wav,Unknown Artist,,,224.76,44100,0,2,37.81,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Losing Control.wav
SERGIK - All My Ladies.wav,Unknown Artist,,,220.95,44100,24,2,55.76,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - All My Ladies.wav
SERGIK x Jetskii - Levels To This.wav,Unknown Artist,,,313.55,44100,24,2,79.12,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Jetskii - Levels To This.wav
uncertain.wav,Unknown Artist,,,164.1,44100,0,2,27.61,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/uncertain.wav
SERGIK - The McCoy.wav,Unknown Artist,,,180.71,44100,24,2,45.6,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - The McCoy.wav
Trip Hop 7.mp3,Unknown Artist,,,218.93,44100,0,2,8.49,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Trip Hop 7.mp3
SERGIK - Movin.wav,Unknown Artist,,,232.38,44100,24,2,58.64,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Movin.wav
SERGIK - Soular Exploration.wav,Unknown Artist,,,218.88,48000,24,2,60.12,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Soular Exploration.wav
womwomwom 121BPM v2 1.wav,Unknown Artist,,,301.49,44100,24,2,76.08,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/womwomwom 121BPM v2 1.wav
SERGIK - Everyday Gratitude 1.wav,Unknown Artist,,,253.66,44100,24,2,64.01,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Everyday Gratitude 1.wav
Moon Night Light.mp3,Unknown Artist,,,200.44,44100,0,2,7.65,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Moon Night Light.mp3
Overtime (0).wav,Unknown Artist,,,170.67,44100,0,2,28.71,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Overtime (0).wav
SERGIK - Dont Stop V3.wav,Unknown Artist,,,220.95,44100,24,2,55.76,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dont Stop V3.wav
SERGIK - Spanktula.1.wav,Unknown Artist,,,199.68,44100,24,2,50.39,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Spanktula.1.wav
SERGIK x Bob Secret - The Bag.wav,Unknown Artist,,,255.87,44100,24,2,64.57,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Bob Secret - The Bag.wav
SERGIK - CorK.wav,Unknown Artist,,,230.4,44100,24,2,58.14,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - CorK.wav
SERGIK x ESHER - Just Dont.wav,Unknown Artist,,,265.45,44100,24,2,66.99,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x ESHER - Just Dont.wav
SERGIK - Cruise Control.wav,Unknown Artist,,,203.52,48000,24,2,55.9,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cruise Control.wav
SERGIK - Hold Me Down.wav,Unknown Artist,,,268.35,48000,24,2,73.7,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Hold Me Down.wav
SERGIK x OG Coconut - Take Me Home.wav,Unknown Artist,,,252.26,44100,24,2,63.66,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x OG Coconut - Take Me Home.wav
SERGIK x Tibbs - Prosper v2.wav,Unknown Artist,,,332.31,88200,24,2,167.71,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Tibbs - Prosper v2.wav
SERGIK - Funky Technician 1.wav,Unknown Artist,,,325.04,44100,24,2,82.02,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Funky Technician 1.wav
SERGIK - Utopia.wav,Unknown Artist,,,204.18,44100,24,2,51.52,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Utopia.wav
Evolution theory.mp3,Unknown Artist,,,151.06,48000,0,2,2.31,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Evolution theory.mp3
SERGIK - Bubble Buddy.wav,Unknown Artist,,,249.6,44100,24,2,62.98,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bubble Buddy.wav
SERGIK - Got Dat.wav,Unknown Artist,,,205.71,44100,24,2,51.91,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Got Dat.wav
Humanity Unknown.mp3,Unknown Artist,,,174.05,44100,0,2,6.64,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Humanity Unknown.mp3
Lodin - A Letter From Home 1.mp3,Unknown Artist,,,400.01,44100,0,2,15.26,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Lodin - A Letter From Home 1.mp3
tommorow (0).wav,Unknown Artist,,,91.43,44100,0,2,15.38,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/tommorow (0).wav
SERGIK - Bizzz (Instrumental).wav,Unknown Artist,,,261.49,44100,24,2,65.99,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bizzz (Instrumental).wav
SERGIK - Get Up.wav,Unknown Artist,,,216.77,48000,24,2,59.54,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Get Up.wav
SERGIK x Nood - Im Grown (Dub Edit).wav,Unknown Artist,,,248.45,44100,24,2,62.69,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Nood - Im Grown (Dub Edit).wav
Sergik - Doses.2.wav,Unknown Artist,,,261.12,44100,0,2,43.93,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik - Doses.2.wav
SERGIK - Air It Out.wav,Unknown Artist,,,231.86,44100,24,2,58.51,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Air It Out.wav
romin killa 2.mp3,Unknown Artist,,,332.62,48000,0,2,12.69,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/romin killa 2.mp3
NooD - bitch i grow v3 1.wav,Unknown Artist,,,464.52,44100,24,2,117.22,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/NooD - bitch i grow v3 1.wav
DINO x SERGIK - MEXICAN CHEETOS.wav,Unknown Artist,,,259.05,44100,0,2,43.58,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/DINO x SERGIK - MEXICAN CHEETOS.wav
SERGIK - More Than Life.wav,Unknown Artist,,,280.65,44100,24,2,70.82,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - More Than Life.wav
SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya.wav,Unknown Artist,,,264.19,44100,24,2,66.67,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Dilon Karim Ft. BeJanis- Let it Take Ya.wav
Silent Jay x Sergik - It's Getting FINAL.wav,Unknown Artist,,,309.12,44100,24,2,78.0,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Silent Jay x Sergik - It's Getting FINAL.wav
SERGIK - Good.wav,Unknown Artist,,,247.68,44100,24,2,62.5,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Good.wav
SERGIK - Dont Stop v2.wav,Unknown Artist,,,220.95,44100,24,2,55.76,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Dont Stop v2.wav
Sergik x Nobounds - Not My Fault.wav,Unknown Artist,,,218.88,44100,0,2,36.82,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Sergik x Nobounds - Not My Fault.wav
SERGIK - Digitality.wav,Unknown Artist,,,195.12,44100,0,2,32.83,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Digitality.wav
FALL AWAY FLIP final_.wav,Unknown Artist,,,337.39,44100,0,2,56.76,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/FALL AWAY FLIP final_.wav
SERGIK - Ascencion.wav,Unknown Artist,,,273.49,44100,24,2,69.01,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Ascencion.wav
SERGIK - Pre Party.wav,Unknown Artist,,,276.19,44100,24,2,69.69,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Pre Party.wav
SERGIK x Tibbs - Prosper 1.wav,Unknown Artist,,,332.31,96000,24,2,182.54,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Tibbs - Prosper 1.wav
Rainy Daze.wav,Unknown Artist,,,134.05,44100,0,2,22.55,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Rainy Daze.wav
SERGIK - High Class.wav,Unknown Artist,,,274.29,44100,24,2,69.21,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - High Class.wav
mind modulation.m4a,Unknown Artist,,,334.55,44100,0,2,5.1,m4a,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/mind modulation.m4a
SERGIK - Brooting.wav,Unknown Artist,,,220.59,44100,24,2,55.66,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Brooting.wav
SERGIK - I Forgot.wav,Unknown Artist,,,317.48,44100,24,2,80.11,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - I Forgot.wav
SERGIK x Zak Martin - Bang 2 Da Beat.wav,Unknown Artist,,,228.57,44100,24,2,57.68,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Zak Martin - Bang 2 Da Beat.wav
SERGIK - Bender 1.wav,Unknown Artist,,,245.71,44100,24,2,62.0,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bender 1.wav
SERGIK - Funkshway - Digi Analog.wav,Unknown Artist,,,299.49,44100,24,2,75.57,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Funkshway - Digi Analog.wav
SERGIK - Cant Kill My Vibe.wav,Unknown Artist,,,245.71,44100,0,2,41.34,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Cant Kill My Vibe.wav
Make you lose control (BPM 127) (JcreateXGRAPHX).wav,Unknown Artist,,,211.65,44100,0,2,35.61,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Make you lose control (BPM 127) (JcreateXGRAPHX).wav
SERGIK - What They Say.wav,Unknown Artist,,,306.67,44100,24,2,77.39,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - What They Say.wav
SERGIK - Opinions.wav,Unknown Artist,,,243.78,44100,24,2,61.52,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Opinions.wav
SERGIK - Swonky.wav,Unknown Artist,,,211.65,44100,0,2,35.61,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Swonky.wav
on_a_roll_nunzio_packs_v2-1.wav,Unknown Artist,,,234.26,44100,0,2,39.41,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/on_a_roll_nunzio_packs_v2-1.wav
GUCCI'S DJ BAG M1.aif,Unknown Artist,,,176.57,44100,16,2,29.7,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/GUCCI'S DJ BAG M1.aif
SERGIK - Alright.wav,Unknown Artist,,,256.87,44100,24,2,64.82,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Alright.wav
SERGIK - Birth of a planet.wav,Unknown Artist,,,224.0,44100,0,2,37.68,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Birth of a planet.wav
SERGIK - Whats the Reason (Bass VIP 2).wav,Unknown Artist,,,234.67,44100,24,2,59.22,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Whats the Reason (Bass VIP 2).wav
casta collab 2 master 2.wav,Unknown Artist,,,339.05,44100,24,2,85.56,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/casta collab 2 master 2.wav
SERGIK - Rooftop Sunsets.wav,Unknown Artist,,,264.41,48000,24,2,72.62,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rooftop Sunsets.wav
18-Audio 0001 [2024-07-25 035127].aif,Unknown Artist,,,905.66,44100,24,1,114.27,aif,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/18-Audio 0001 [2024-07-25 035127].aif
Cory Hill x SERGIK - Love v2.wav,Unknown Artist,,,302.0,44100,24,2,76.21,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Cory Hill x SERGIK - Love v2.wav
HOP BUNNY HOP.mp3,Unknown Artist,,,314.2,44100,0,2,11.99,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/HOP BUNNY HOP.mp3
SERGIK - After After (All Around Flip) V2.wav,Unknown Artist,,,240.0,44100,24,2,60.56,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - After After (All Around Flip) V2.wav
SERGIK - Rabbit hole.wav,Unknown Artist,,,185.81,44100,0,2,31.26,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Rabbit hole.wav
SERGIK - HUSTLE.wav,Unknown Artist,,,230.4,44100,0,2,38.76,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - HUSTLE.wav
Leaned out 1 (1).wav,Unknown Artist,,,185.6,44100,0,2,31.22,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/Leaned out 1 (1).wav
SERGIK - Everyday Gratitude.wav,Unknown Artist,,,253.66,44100,24,2,64.01,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Everyday Gratitude.wav
SERGIK ft Cy Heck - Give Back.wav,Unknown Artist,,,258.75,44100,24,2,65.29,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK ft Cy Heck - Give Back.wav
nunzio 430 final mix.mp3,Unknown Artist,,,133.43,44100,0,2,5.09,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/nunzio 430 final mix.mp3
AUDIO_6480.mp3,Unknown Artist,,,147.7,44100,0,2,5.63,mp3,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/AUDIO_6480.mp3
SERGIK - Fall Back.wav,Unknown Artist,,,230.4,44100,24,2,58.14,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Fall Back.wav
SERGIK - What They Say_.wav,Unknown Artist,,,306.67,44100,24,2,77.39,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - What They Say_.wav
SERGIK - Divine Molecules.wav,Unknown Artist,,,238.08,44100,0,2,40.05,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Divine Molecules.wav
SERGIK - Creekside.wav,Unknown Artist,,,241.95,44100,24,2,61.05,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Creekside.wav
ARZA - Swear Fo 2 vocals.wav,Unknown Artist,,,194.48,44100,24,2,49.08,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/ARZA - Swear Fo 2 vocals.wav
SERGIK - Jahdelicah.wav,Unknown Artist,,,285.62,44100,24,2,72.07,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Jahdelicah.wav
SERGIK - Bombaclat.wav,Unknown Artist,,,101.82,44100,24,2,25.69,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Bombaclat.wav
SERGIK x ANDINO - How You Do It_.wav,Unknown Artist,,,430.08,44100,24,2,108.53,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x ANDINO - How You Do It_.wav
SERGIK x Janis and The Planets - Searching.wav,Unknown Artist,,,174.55,48000,24,2,47.94,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK x Janis and The Planets - Searching.wav
SERGIK - Techno Vato.wav,Unknown Artist,,,342.35,44100,24,2,86.39,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - Techno Vato.wav
SERGIK - They Know.wav,Unknown Artist,,,263.23,44100,24,2,66.42,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/SERGIK - They Know.wav
new leef v9.wav,Unknown Artist,,,152.0,44100,0,2,25.57,wav,/Users/machd/Music/Music/Media.localized/Music/Unknown Artist/Unknown Album/new leef v9.wav
